cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,prtvtgb,gndr,agea,eduyrs,inwtm
GB,ESS1-6e01,1,26.11.2014,134778,ESS6e02_1,6,2.1,160127,1.0105621188,1.3239407584,2.282115223,2,1,27,16,34
GB,ESS1-6e01,1,26.11.2014,134779,ESS6e02_1,6,2.1,160176,1.0105621188,0.9531493914,2.282115223,1,2,74,15,32
GB,ESS1-6e01,1,26.11.2014,134780,ESS6e02_1,6,2.1,160192,2.0211242375,1.9062987829,2.282115223,1,2,63,14,35
GB,ESS1-6e01,1,26.11.2014,134781,ESS6e02_1,6,2.1,161018,1.5158431871,1.188590898,2.282115223,88,2,53,14,62
GB,ESS1-6e01,1,26.11.2014,134782,ESS6e02_1,6,2.1,161026,1.0105621449,0.9655831004,2.282115223,1,1,63,14,52
GB,ESS1-6e01,1,26.11.2014,134783,ESS6e02_1,6,2.1,161034,0.5052810725,0.6619703956,2.282115223,66,1,30,11,62
GB,ESS1-6e01,1,26.11.2014,134784,ESS6e02_1,6,2.1,161042,0.5052810725,0.4827915497,2.282115223,1,1,73,15,42
GB,ESS1-6e01,1,26.11.2014,134785,ESS6e02_1,6,2.1,161083,1.5158431871,1.6497573218,2.282115223,1,1,45,88,39
GB,ESS1-6e01,1,26.11.2014,134786,ESS6e02_1,6,2.1,161091,1.5158431871,1.4483746215,2.282115223,1,1,69,10,43
GB,ESS1-6e01,1,26.11.2014,134787,ESS6e02_1,6,2.1,161117,4,3.8391010514,2.282115223,66,1,999,16,33
GB,ESS1-6e01,1,26.11.2014,134788,ESS6e02_1,6,2.1,161125,1.0105621449,1.3239407925,2.282115223,2,1,34,13,71
GB,ESS1-6e01,1,26.11.2014,134789,ESS6e02_1,6,2.1,161133,0.5052810725,0.3961969736,2.282115223,1,2,37,12,55
GB,ESS1-6e01,1,26.11.2014,134790,ESS6e02_1,6,2.1,161141,1.0105621449,1.3239407925,2.282115223,2,1,34,16,41
GB,ESS1-6e01,1,26.11.2014,134791,ESS6e02_1,6,2.1,161158,1.0105621449,0.953149416,2.282115223,2,2,68,10,103
GB,ESS1-6e01,1,26.11.2014,134792,ESS6e02_1,6,2.1,161166,0.5052810725,0.4765747075,2.282115223,1,2,81,9,51
GB,ESS1-6e01,1,26.11.2014,134793,ESS6e02_1,6,2.1,161174,1.5158431871,1.4146703698,2.282115223,3,2,25,18,69
GB,ESS1-6e01,1,26.11.2014,134794,ESS6e02_1,6,2.1,161182,1.0105621449,0.792393948,2.282115223,2,2,53,17,72
GB,ESS1-6e01,1,26.11.2014,134795,ESS6e02_1,6,2.1,161190,0.5052810725,0.4765747075,2.282115223,1,2,58,16,67
GB,ESS1-6e01,1,26.11.2014,134796,ESS6e02_1,6,2.1,161208,0.5052810725,0.3961969736,2.282115223,2,2,41,11,77
GB,ESS1-6e01,1,26.11.2014,134797,ESS6e02_1,6,2.1,162016,1.5158432154,1.4297241216,2.282115223,6,2,57,17,60
GB,ESS1-6e01,1,26.11.2014,134798,ESS6e02_1,6,2.1,162024,0.5052810819,0.4827915593,2.282115223,1,1,82,8,81
GB,ESS1-6e01,1,26.11.2014,134799,ESS6e02_1,6,2.1,162065,1.0105621638,0.9531494339,2.282115223,3,2,60,19,44
GB,ESS1-6e01,1,26.11.2014,134800,ESS6e02_1,6,2.1,162081,2.5264054095,1.9809849072,2.282115223,66,2,40,16,59
GB,ESS1-6e01,1,26.11.2014,134801,ESS6e02_1,6,2.1,162099,1.0105621638,0.9531494339,2.282115223,2,2,60,21,64
GB,ESS1-6e01,1,26.11.2014,134802,ESS6e02_1,6,2.1,162115,1.0105621638,1.3239408174,2.282115223,2,1,29,14,61
GB,ESS1-6e01,1,26.11.2014,134803,ESS6e02_1,6,2.1,162149,1.0105621638,0.9655831186,2.282115223,3,1,65,14,43
GB,ESS1-6e01,1,26.11.2014,134804,ESS6e02_1,6,2.1,162156,0.5052810819,0.4765747169,2.282115223,3,2,72,12,38
GB,ESS1-6e01,1,26.11.2014,134805,ESS6e02_1,6,2.1,162164,0.5052810819,0.5499191287,2.282115223,2,1,51,11,44
GB,ESS1-6e01,1,26.11.2014,134806,ESS6e02_1,6,2.1,162180,0.5052810819,0.4765747169,2.282115223,1,2,77,10,54
GB,ESS1-6e01,1,26.11.2014,134807,ESS6e02_1,6,2.1,162206,1.0105621638,0.7923939629,2.282115223,66,2,51,11,50
GB,ESS1-6e01,1,26.11.2014,134808,ESS6e02_1,6,2.1,163014,0.5052810196,0.6619703275,2.282115223,6,1,26,15,33
GB,ESS1-6e01,1,26.11.2014,134809,ESS6e02_1,6,2.1,163022,1.0105620391,0.7923938649,2.282115223,2,2,41,16,44
GB,ESS1-6e01,1,26.11.2014,134810,ESS6e02_1,6,2.1,163030,4,3.821964261,2.282115223,66,1,64,8,47
GB,ESS1-6e01,1,26.11.2014,134811,ESS6e02_1,6,2.1,163055,1.0105620391,0.7923938649,2.282115223,2,2,40,16,30
GB,ESS1-6e01,1,26.11.2014,134812,ESS6e02_1,6,2.1,163063,0.5052810196,0.3961969328,2.282115223,2,2,46,17,31
GB,ESS1-6e01,1,26.11.2014,134813,ESS6e02_1,6,2.1,163071,1.0105620391,0.7923938649,2.282115223,66,2,53,12,37
GB,ESS1-6e01,1,26.11.2014,134814,ESS6e02_1,6,2.1,163089,2.0211240783,2.1996762426,2.282115223,2,1,54,11,40
GB,ESS1-6e01,1,26.11.2014,134815,ESS6e02_1,6,2.1,163097,0.5052810196,0.3961969328,2.282115223,66,2,42,11,23
GB,ESS1-6e01,1,26.11.2014,134816,ESS6e02_1,6,2.1,163105,0.5052810196,0.3961969328,2.282115223,3,2,35,16,38
GB,ESS1-6e01,1,26.11.2014,134817,ESS6e02_1,6,2.1,163113,1.0105620391,1.3239406536,2.282115223,66,1,32,11,40
GB,ESS1-6e01,1,26.11.2014,134818,ESS6e02_1,6,2.1,163139,1.0105620391,0.9655829992,2.282115223,3,1,88,19,
GB,ESS1-6e01,1,26.11.2014,134819,ESS6e02_1,6,2.1,163154,1.0105620391,1.0998381213,2.282115223,1,1,36,12,31
GB,ESS1-6e01,1,26.11.2014,134820,ESS6e02_1,6,2.1,163162,1.0105620391,0.953149316,2.282115223,2,2,55,12,34
GB,ESS1-6e01,1,26.11.2014,134821,ESS6e02_1,6,2.1,163170,1.5158430284,1.9859109405,2.282115223,66,1,16,12,29
GB,ESS1-6e01,1,26.11.2014,134822,ESS6e02_1,6,2.1,163188,1.5158430284,1.4146702214,2.282115223,66,2,15,11,31
GB,ESS1-6e01,1,26.11.2014,134823,ESS6e02_1,6,2.1,163196,1.0105620391,0.9655829992,2.282115223,1,1,65,10,35
GB,ESS1-6e01,1,26.11.2014,134824,ESS6e02_1,6,2.1,164012,2.0211244775,2.64788183,2.282115223,66,1,16,11,43
GB,ESS1-6e01,1,26.11.2014,134825,ESS6e02_1,6,2.1,164020,0.5052811194,0.6619704572,2.282115223,66,1,32,11,35
GB,ESS1-6e01,1,26.11.2014,134826,ESS6e02_1,6,2.1,164038,0.5052811194,0.4827915946,2.282115223,2,1,60,10,110
GB,ESS1-6e01,1,26.11.2014,134827,ESS6e02_1,6,2.1,164053,1.0105622387,0.9655831903,2.282115223,1,1,66,30,64
GB,ESS1-6e01,1,26.11.2014,134828,ESS6e02_1,6,2.1,164061,0.5052811194,0.4765747518,2.282115223,2,2,63,10,60
GB,ESS1-6e01,1,26.11.2014,134829,ESS6e02_1,6,2.1,164079,1.0105622387,0.9431136866,2.282115223,2,2,26,13,43
GB,ESS1-6e01,1,26.11.2014,134830,ESS6e02_1,6,2.1,164129,1.0105622387,0.9531495046,2.282115223,1,2,81,9,62
GB,ESS1-6e01,1,26.11.2014,134831,ESS6e02_1,6,2.1,164152,0.5052811194,0.4715568428,2.282115223,88,2,22,12,43
GB,ESS1-6e01,1,26.11.2014,134832,ESS6e02_1,6,2.1,164160,1.0105622387,0.9531495046,2.282115223,1,2,68,12,55
GB,ESS1-6e01,1,26.11.2014,134833,ESS6e02_1,6,2.1,164178,0.5052811194,0.4765747518,2.282115223,1,2,76,10,42
GB,ESS1-6e01,1,26.11.2014,134834,ESS6e02_1,6,2.1,164186,1.0105622387,0.9531495046,2.282115223,66,2,75,11,46
GB,ESS1-6e01,1,26.11.2014,134835,ESS6e02_1,6,2.1,165019,1.0105621117,0.7923939221,2.282115223,66,2,42,11,35
GB,ESS1-6e01,1,26.11.2014,134836,ESS6e02_1,6,2.1,165043,1.0105621117,0.7923939221,2.282115223,3,2,35,18,26
GB,ESS1-6e01,1,26.11.2014,134837,ESS6e02_1,6,2.1,165118,1.0105621117,0.7923939221,2.282115223,6,2,45,15,49
GB,ESS1-6e01,1,26.11.2014,134838,ESS6e02_1,6,2.1,165134,1.0105621117,1.3239407493,2.282115223,66,1,29,12,31
GB,ESS1-6e01,1,26.11.2014,134839,ESS6e02_1,6,2.1,165183,1.0105621117,0.943113568,2.282115223,2,2,25,12,36
GB,ESS1-6e01,1,26.11.2014,134840,ESS6e02_1,6,2.1,166017,1.0105621503,0.9655831052,2.282115223,66,1,84,11,37
GB,ESS1-6e01,1,26.11.2014,134841,ESS6e02_1,6,2.1,166025,1.0105621503,0.9655831052,2.282115223,1,1,84,9,48
GB,ESS1-6e01,1,26.11.2014,134842,ESS6e02_1,6,2.1,166033,1.0105621503,0.9531494207,2.282115223,2,2,67,12,33
GB,ESS1-6e01,1,26.11.2014,134843,ESS6e02_1,6,2.1,166058,1.0105621503,0.9431136035,2.282115223,1,2,21,12,38
GB,ESS1-6e01,1,26.11.2014,134844,ESS6e02_1,6,2.1,166074,1.0105621503,0.9531494207,2.282115223,7,2,57,10,41
GB,ESS1-6e01,1,26.11.2014,134845,ESS6e02_1,6,2.1,166082,0.5052810752,0.3961969759,2.282115223,3,2,46,10,27
GB,ESS1-6e01,1,26.11.2014,134846,ESS6e02_1,6,2.1,166090,1.0105621503,1.0998382421,2.282115223,2,1,53,9,40
GB,ESS1-6e01,1,26.11.2014,134847,ESS6e02_1,6,2.1,166116,1.0105621503,0.7923939519,2.282115223,66,2,50,20,40
GB,ESS1-6e01,1,26.11.2014,134848,ESS6e02_1,6,2.1,166140,2.0211243006,2.6478815994,2.282115223,66,1,19,14,33
GB,ESS1-6e01,1,26.11.2014,134849,ESS6e02_1,6,2.1,166157,1.0105621503,0.9655831052,2.282115223,7,1,65,15,40
GB,ESS1-6e01,1,26.11.2014,134850,ESS6e02_1,6,2.1,166173,1.0105621503,1.0998382421,2.282115223,66,1,41,12,33
GB,ESS1-6e01,1,26.11.2014,134851,ESS6e02_1,6,2.1,166181,0.5052810752,0.4765747103,2.282115223,1,2,87,9,30
GB,ESS1-6e01,1,26.11.2014,134852,ESS6e02_1,6,2.1,166207,1.0105621503,0.9531494207,2.282115223,1,2,72,10,32
GB,ESS1-6e01,1,26.11.2014,134853,ESS6e02_1,6,2.1,167015,0.5052810727,0.3961969744,2.282115223,66,2,42,11,50
GB,ESS1-6e01,1,26.11.2014,134854,ESS6e02_1,6,2.1,167031,0.5052810727,0.5499191189,2.282115223,2,1,46,11,42
GB,ESS1-6e01,1,26.11.2014,134855,ESS6e02_1,6,2.1,167049,1.0105621453,0.9655831004,2.282115223,2,1,55,11,51
GB,ESS1-6e01,1,26.11.2014,134856,ESS6e02_1,6,2.1,167072,1.0105621453,0.953149416,2.282115223,2,2,56,10,
GB,ESS1-6e01,1,26.11.2014,134857,ESS6e02_1,6,2.1,167080,1.0105621453,1.3239407925,2.282115223,66,1,30,11,
GB,ESS1-6e01,1,26.11.2014,134858,ESS6e02_1,6,2.1,167106,1.0105621453,0.9431135988,2.282115223,2,2,18,12,47
GB,ESS1-6e01,1,26.11.2014,134859,ESS6e02_1,6,2.1,167114,0.5052810727,0.4827915507,2.282115223,1,1,56,11,47
GB,ESS1-6e01,1,26.11.2014,134860,ESS6e02_1,6,2.1,167130,1.0105621453,0.9431135988,2.282115223,66,2,24,16,47
GB,ESS1-6e01,1,26.11.2014,134861,ESS6e02_1,6,2.1,167148,1.0105621453,0.9655831004,2.282115223,2,1,66,10,54
GB,ESS1-6e01,1,26.11.2014,134862,ESS6e02_1,6,2.1,167155,1.5158431877,1.6497573229,2.282115223,66,1,37,11,
GB,ESS1-6e01,1,26.11.2014,134863,ESS6e02_1,6,2.1,167163,0.5052810727,0.4827915507,2.282115223,1,1,77,10,62
GB,ESS1-6e01,1,26.11.2014,134864,ESS6e02_1,6,2.1,167189,0.5052810727,0.4827915507,2.282115223,2,1,81,10,
GB,ESS1-6e01,1,26.11.2014,134865,ESS6e02_1,6,2.1,167197,1.0105621453,1.3239407925,2.282115223,1,1,32,13,48
GB,ESS1-6e01,1,26.11.2014,134866,ESS6e02_1,6,2.1,168039,1.010562138,0.9431135923,2.282115223,3,2,27,12,32
GB,ESS1-6e01,1,26.11.2014,134867,ESS6e02_1,6,2.1,168047,0.505281069,0.4849562708,2.282115223,66,1,999,88,24
GB,ESS1-6e01,1,26.11.2014,134868,ESS6e02_1,6,2.1,168054,1.010562138,0.7923939425,2.282115223,66,2,40,11,25
GB,ESS1-6e01,1,26.11.2014,134869,ESS6e02_1,6,2.1,168070,0.505281069,0.4765747047,2.282115223,2,2,84,17,19
GB,ESS1-6e01,1,26.11.2014,134870,ESS6e02_1,6,2.1,168138,1.010562138,0.9531494093,2.282115223,2,2,73,12,33
GB,ESS1-6e01,1,26.11.2014,134871,ESS6e02_1,6,2.1,168179,0.505281069,0.4765747047,2.282115223,2,2,82,15,40
GB,ESS1-6e01,1,26.11.2014,134872,ESS6e02_1,6,2.1,168195,1.010562138,1.0998382291,2.282115223,1,1,42,11,26
GB,ESS1-6e01,1,26.11.2014,134873,ESS6e02_1,6,2.1,168203,1.010562138,0.9655830938,2.282115223,3,1,65,23,39
GB,ESS1-6e01,1,26.11.2014,134874,ESS6e02_1,6,2.1,169029,0.5052811027,0.4827915794,2.282115223,2,1,73,19,44
GB,ESS1-6e01,1,26.11.2014,134875,ESS6e02_1,6,2.1,169094,1.0105622055,0.9531494725,2.282115223,66,2,55,10,45
GB,ESS1-6e01,1,26.11.2014,134876,ESS6e02_1,6,2.1,169128,2.0211244109,1.5847879908,2.282115223,2,2,42,10,55
GB,ESS1-6e01,1,26.11.2014,134877,ESS6e02_1,6,2.1,169136,0.5052811027,0.4827915794,2.282115223,66,1,94,14,85
GB,ESS1-6e01,1,26.11.2014,134878,ESS6e02_1,6,2.1,169151,1.0105622055,0.9655831578,2.282115223,2,1,62,11,41
GB,ESS1-6e01,1,26.11.2014,134879,ESS6e02_1,6,2.1,170027,1.515843261,1.9859112457,2.282115223,3,1,20,16,32
GB,ESS1-6e01,1,26.11.2014,134880,ESS6e02_1,6,2.1,170126,0.5052810971,0.549919145,2.282115223,2,1,45,19,37
GB,ESS1-6e01,1,26.11.2014,134881,ESS6e02_1,6,2.1,170142,0.5052810971,0.6619704283,2.282115223,66,1,33,18,37
GB,ESS1-6e01,1,26.11.2014,134882,ESS6e02_1,6,2.1,170167,0.5052810971,0.4715568223,2.282115223,2,2,29,18,34
GB,ESS1-6e01,1,26.11.2014,134883,ESS6e02_1,6,2.1,170209,1.0105621942,1.3239408567,2.282115223,2,1,22,18,38
GB,ESS1-6e01,1,26.11.2014,134884,ESS6e02_1,6,2.1,171033,0.5052810616,0.6619703825,2.282115223,6,1,24,17,33
GB,ESS1-6e01,1,26.11.2014,134885,ESS6e02_1,6,2.1,171058,1.5158431545,1.9859111056,2.282115223,3,1,34,19,
GB,ESS1-6e01,1,26.11.2014,134886,ESS6e02_1,6,2.1,171066,0.5052810616,0.3961969658,2.282115223,3,2,51,18,51
GB,ESS1-6e01,1,26.11.2014,134887,ESS6e02_1,6,2.1,171090,1.5158431545,1.429724064,2.282115223,66,2,55,10,55
GB,ESS1-6e01,1,26.11.2014,134888,ESS6e02_1,6,2.1,171157,1.0105621232,0.9531493952,2.282115223,2,2,55,10,
GB,ESS1-6e01,1,26.11.2014,134889,ESS6e02_1,6,2.1,171165,0.5052810616,0.3961969658,2.282115223,66,2,44,18,46
GB,ESS1-6e01,1,26.11.2014,134890,ESS6e02_1,6,2.1,171173,0.5052810616,0.6619703825,2.282115223,66,1,24,11,41
GB,ESS1-6e01,1,26.11.2014,134891,ESS6e02_1,6,2.1,171199,1.0105621232,0.9431135783,2.282115223,66,2,26,11,51
GB,ESS1-6e01,1,26.11.2014,134892,ESS6e02_1,6,2.1,171207,1.5158431545,1.414670339,2.282115223,6,2,25,18,
GB,ESS1-6e01,1,26.11.2014,134893,ESS6e02_1,6,2.1,172023,0.5052810865,0.4287335737,2.282115223,7,2,59,10,45
GB,ESS1-6e01,1,26.11.2014,134894,ESS6e02_1,6,2.1,172031,1.010562173,0.8574671483,2.282115223,1,2,66,13,35
GB,ESS1-6e01,1,26.11.2014,134895,ESS6e02_1,6,2.1,172064,1.010562173,0.7128491793,2.282115223,2,2,46,12,39
GB,ESS1-6e01,1,26.11.2014,134896,ESS6e02_1,6,2.1,172080,0.5052810865,0.4242193899,2.282115223,2,2,26,12,28
GB,ESS1-6e01,1,26.11.2014,134897,ESS6e02_1,6,2.1,172098,0.5052810865,0.4343263359,2.282115223,7,1,74,10,34
GB,ESS1-6e01,1,26.11.2014,134898,ESS6e02_1,6,2.1,172122,1.5158432292,1.0692737475,2.282115223,66,2,47,13,40
GB,ESS1-6e01,1,26.11.2014,134899,ESS6e02_1,6,2.1,172130,1.5158432292,1.3029789828,2.282115223,7,1,62,18,38
GB,ESS1-6e01,1,26.11.2014,134900,ESS6e02_1,6,2.1,172148,1.5158432292,1.0692737475,2.282115223,2,2,50,11,45
GB,ESS1-6e01,1,26.11.2014,134901,ESS6e02_1,6,2.1,172163,1.010562173,0.8574671483,2.282115223,6,2,67,12,39
GB,ESS1-6e01,1,26.11.2014,134902,ESS6e02_1,6,2.1,172189,0.5052810865,0.4343263359,2.282115223,66,1,65,20,32
GB,ESS1-6e01,1,26.11.2014,134903,ESS6e02_1,6,2.1,172197,0.5052810865,0.4287335737,2.282115223,1,2,73,10,48
GB,ESS1-6e01,1,26.11.2014,134904,ESS6e02_1,6,2.1,172205,1.5158432292,1.2862006966,2.282115223,7,2,58,19,45
GB,ESS1-6e01,1,26.11.2014,134905,ESS6e02_1,6,2.1,173021,1.0105622224,0.8574671899,2.282115223,1,2,62,17,30
GB,ESS1-6e01,1,26.11.2014,134906,ESS6e02_1,6,2.1,173039,1.0105622224,0.8574671899,2.282115223,66,2,75,10,35
GB,ESS1-6e01,1,26.11.2014,134907,ESS6e02_1,6,2.1,173047,1.0105622224,0.8574671899,2.282115223,77,2,81,9,12
GB,ESS1-6e01,1,26.11.2014,134908,ESS6e02_1,6,2.1,173054,1.0105622224,0.8574671899,2.282115223,1,2,88,9,44
GB,ESS1-6e01,1,26.11.2014,134909,ESS6e02_1,6,2.1,173070,1.0105622224,0.8686527148,2.282115223,1,1,78,88,9
GB,ESS1-6e01,1,26.11.2014,134910,ESS6e02_1,6,2.1,173096,0.5052811112,0.4343263574,2.282115223,3,1,77,10,18
GB,ESS1-6e01,1,26.11.2014,134911,ESS6e02_1,6,2.1,173138,0.5052811112,0.428733595,2.282115223,1,2,79,15,15
GB,ESS1-6e01,1,26.11.2014,134912,ESS6e02_1,6,2.1,173146,0.5052811112,0.428733595,2.282115223,1,2,69,19,7
GB,ESS1-6e01,1,26.11.2014,134913,ESS6e02_1,6,2.1,173153,2.0211244448,1.6968776442,2.282115223,66,2,15,10,33
GB,ESS1-6e01,1,26.11.2014,134914,ESS6e02_1,6,2.1,173161,0.5052811112,0.4343263574,2.282115223,1,1,80,9,52
GB,ESS1-6e01,1,26.11.2014,134915,ESS6e02_1,6,2.1,173179,0.5052811112,0.428733595,2.282115223,88,2,70,11,56
GB,ESS1-6e01,1,26.11.2014,134916,ESS6e02_1,6,2.1,173187,2.526405556,2.9775913734,2.282115223,77,1,30,16,26
GB,ESS1-6e01,1,26.11.2014,134917,ESS6e02_1,6,2.1,173195,1.0105622224,0.8484388217,2.282115223,77,2,32,16,10
GB,ESS1-6e01,1,26.11.2014,134918,ESS6e02_1,6,2.1,173203,1.0105622224,0.8574671899,2.282115223,1,2,69,16,49
GB,ESS1-6e01,1,26.11.2014,134919,ESS6e02_1,6,2.1,174029,0.5052810912,0.3564245928,2.282115223,1,2,46,11,40
GB,ESS1-6e01,1,26.11.2014,134920,ESS6e02_1,6,2.1,174037,0.5052810912,0.4947152823,2.282115223,66,1,49,13,29
GB,ESS1-6e01,1,26.11.2014,134921,ESS6e02_1,6,2.1,174060,0.5052810912,0.4343263402,2.282115223,1,1,73,11,33
GB,ESS1-6e01,1,26.11.2014,134922,ESS6e02_1,6,2.1,174102,1.0105621823,0.857467156,2.282115223,2,2,60,18,35
GB,ESS1-6e01,1,26.11.2014,134923,ESS6e02_1,6,2.1,174110,1.0105621823,0.8686526804,2.282115223,6,1,62,19,41
GB,ESS1-6e01,1,26.11.2014,134924,ESS6e02_1,6,2.1,174128,1.0105621823,0.857467156,2.282115223,1,2,57,13,26
GB,ESS1-6e01,1,26.11.2014,134925,ESS6e02_1,6,2.1,174136,1.0105621823,0.7128491857,2.282115223,2,2,46,17,31
GB,ESS1-6e01,1,26.11.2014,134926,ESS6e02_1,6,2.1,174144,0.5052810912,0.3564245928,2.282115223,1,2,40,19,49
GB,ESS1-6e01,1,26.11.2014,134927,ESS6e02_1,6,2.1,174151,0.5052810912,0.3564245928,2.282115223,1,2,48,13,31
GB,ESS1-6e01,1,26.11.2014,134928,ESS6e02_1,6,2.1,174169,4,3.4382948259,2.282115223,1,1,65,11,24
GB,ESS1-6e01,1,26.11.2014,134929,ESS6e02_1,6,2.1,174177,1.5158432432,1.0692737573,2.282115223,1,2,42,11,43
GB,ESS1-6e01,1,26.11.2014,134930,ESS6e02_1,6,2.1,174185,1.0105621823,0.8484387881,2.282115223,1,2,33,14,34
GB,ESS1-6e01,1,26.11.2014,134931,ESS6e02_1,6,2.1,174193,0.5052810912,0.4947152823,2.282115223,3,1,37,16,29
GB,ESS1-6e01,1,26.11.2014,134932,ESS6e02_1,6,2.1,174201,0.5052810912,0.4242193941,2.282115223,66,2,32,11,34
GB,ESS1-6e01,1,26.11.2014,134933,ESS6e02_1,6,2.1,175034,0.5052810624,0.4343263153,2.282115223,88,1,57,11,29
GB,ESS1-6e01,1,26.11.2014,134934,ESS6e02_1,6,2.1,175042,1.515843157,1.7865546159,2.282115223,2,1,27,11,28
GB,ESS1-6e01,1,26.11.2014,134935,ESS6e02_1,6,2.1,175059,1.0105621249,0.8574671076,2.282115223,1,2,65,12,35
GB,ESS1-6e01,1,26.11.2014,134936,ESS6e02_1,6,2.1,175083,1.0105621249,0.7128491455,2.282115223,3,2,45,18,41
GB,ESS1-6e01,1,26.11.2014,134937,ESS6e02_1,6,2.1,175091,1.0105621249,0.8574671076,2.282115223,88,2,65,11,35
GB,ESS1-6e01,1,26.11.2014,134938,ESS6e02_1,6,2.1,175133,1.0105621249,0.8686526314,2.282115223,3,1,70,15,33
GB,ESS1-6e01,1,26.11.2014,134939,ESS6e02_1,6,2.1,175141,1.0105621249,0.8574671076,2.282115223,1,2,67,13,25
GB,ESS1-6e01,1,26.11.2014,134940,ESS6e02_1,6,2.1,175158,1.0105621249,0.8686526314,2.282115223,1,1,78,16,41
GB,ESS1-6e01,1,26.11.2014,134941,ESS6e02_1,6,2.1,175174,0.5052810624,0.4287335534,2.282115223,3,2,66,11,31
GB,ESS1-6e01,1,26.11.2014,134942,ESS6e02_1,6,2.1,175190,1.0105621249,0.9894305089,2.282115223,2,1,45,20,34
GB,ESS1-6e01,1,26.11.2014,134943,ESS6e02_1,6,2.1,176032,1.0105621026,0.8574670889,2.282115223,1,2,73,11,38
GB,ESS1-6e01,1,26.11.2014,134944,ESS6e02_1,6,2.1,176040,0.5052810513,0.4343263058,2.282115223,66,1,61,20,32
GB,ESS1-6e01,1,26.11.2014,134945,ESS6e02_1,6,2.1,176081,1.5158431236,1.0692736734,2.282115223,2,2,45,12,35
GB,ESS1-6e01,1,26.11.2014,134946,ESS6e02_1,6,2.1,176099,1.5158431236,1.0692736734,2.282115223,2,2,43,12,50
GB,ESS1-6e01,1,26.11.2014,134947,ESS6e02_1,6,2.1,176131,1.0105621026,0.8484387218,2.282115223,66,2,28,13,32
GB,ESS1-6e01,1,26.11.2014,134948,ESS6e02_1,6,2.1,176149,1.0105621026,0.8574670889,2.282115223,88,2,57,11,38
GB,ESS1-6e01,1,26.11.2014,134949,ESS6e02_1,6,2.1,176164,1.0105621026,0.8686526125,2.282115223,1,1,65,11,29
GB,ESS1-6e01,1,26.11.2014,134950,ESS6e02_1,6,2.1,176172,0.5052810513,0.3564245646,2.282115223,1,2,51,11,53
GB,ESS1-6e01,1,26.11.2014,134951,ESS6e02_1,6,2.1,176180,0.5052810513,0.428733544,2.282115223,1,2,70,10,38
GB,ESS1-6e01,1,26.11.2014,134952,ESS6e02_1,6,2.1,177022,1.0105621403,0.9894305236,2.282115223,2,1,48,22,42
GB,ESS1-6e01,1,26.11.2014,134953,ESS6e02_1,6,2.1,177071,0.5052810701,0.4287335602,2.282115223,1,2,89,11,33
GB,ESS1-6e01,1,26.11.2014,134954,ESS6e02_1,6,2.1,177105,1.0105621403,0.712849156,2.282115223,1,2,46,17,43
GB,ESS1-6e01,1,26.11.2014,134955,ESS6e02_1,6,2.1,177113,1.0105621403,0.8574671203,2.282115223,66,2,68,12,67
GB,ESS1-6e01,1,26.11.2014,134956,ESS6e02_1,6,2.1,177162,1.0105621403,0.712849156,2.282115223,2,2,45,11,33
GB,ESS1-6e01,1,26.11.2014,134957,ESS6e02_1,6,2.1,177170,0.5052810701,0.4343263222,2.282115223,2,1,77,10,37
GB,ESS1-6e01,1,26.11.2014,134958,ESS6e02_1,6,2.1,177204,1.0105621403,0.9894305236,2.282115223,3,1,53,17,
GB,ESS1-6e01,1,26.11.2014,134959,ESS6e02_1,6,2.1,178012,1.010562224,0.7128492153,2.282115223,66,2,48,11,29
GB,ESS1-6e01,1,26.11.2014,134960,ESS6e02_1,6,2.1,178020,1.010562224,0.7128492153,2.282115223,1,2,54,20,68
GB,ESS1-6e01,1,26.11.2014,134961,ESS6e02_1,6,2.1,178046,1.010562224,0.8574671916,2.282115223,1,2,66,16,37
GB,ESS1-6e01,1,26.11.2014,134962,ESS6e02_1,6,2.1,178053,1.010562224,0.7128492153,2.282115223,66,2,41,14,29
GB,ESS1-6e01,1,26.11.2014,134963,ESS6e02_1,6,2.1,178079,0.505281112,0.4343263583,2.282115223,1,1,76,10,39
GB,ESS1-6e01,1,26.11.2014,134964,ESS6e02_1,6,2.1,178095,1.010562224,0.8574671916,2.282115223,1,2,77,11,30
GB,ESS1-6e01,1,26.11.2014,134965,ESS6e02_1,6,2.1,178111,0.505281112,0.4343263583,2.282115223,1,1,86,18,50
GB,ESS1-6e01,1,26.11.2014,134966,ESS6e02_1,6,2.1,178129,1.010562224,0.8484388234,2.282115223,88,2,32,10,43
GB,ESS1-6e01,1,26.11.2014,134967,ESS6e02_1,6,2.1,178160,1.010562224,0.8574671916,2.282115223,2,2,59,17,34
GB,ESS1-6e01,1,26.11.2014,134968,ESS6e02_1,6,2.1,178194,1.010562224,0.7128492153,2.282115223,1,2,50,19,36
GB,ESS1-6e01,1,26.11.2014,134969,ESS6e02_1,6,2.1,179010,1.010562157,0.8574671348,2.282115223,3,2,59,10,48
GB,ESS1-6e01,1,26.11.2014,134970,ESS6e02_1,6,2.1,179028,0.5052810785,0.4947152706,2.282115223,3,1,47,11,57
GB,ESS1-6e01,1,26.11.2014,134971,ESS6e02_1,6,2.1,179051,1.5158432052,1.4841457804,2.282115223,2,1,53,11,57
